0	0	0	201792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318670	0	403584	150495	0	0	403584	0	403584	0	0	0	0	403584	0	403584	0	0	0	403584	0	0	0	0	0	0	0	0	0	403584	0	0	0	0	0	403584	
0	0	201792	201792	0	0	201792	0	0	0	0	0	0	0	0	0	201792	0	0	0	0	0	0	0	0	0	0	201792	0	0	0	201792	201792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318670	0	403584	403584	403584	403584	403584	403584	403584	403584	403584	0	403584	403584	0	403584	0	605376	0	403584	0	0	0	0	0	403584	403584	0	0	403584	349363	0	0	0	0	403584	
0	0	201792	201792	201792	0	201792	0	0	201792	201792	201792	201792	201792	0	0	201792	0	0	0	201792	0	0	0	201792	201792	201792	201792	201792	0	201792	201792	201792	302688	0	0	0	201792	0	0	0	0	0	201792	0	0	0	201792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318670	0	403584	403584	403584	403584	403584	403584	403584	403584	403584	0	403584	403584	0	403584	0	605376	0	403584	0	0	0	0	0	403584	403584	0	0	403584	403584	403584	605376	0	0	403584	
0	0	201792	201792	201792	201792	201792	201792	201792	201792	201792	201792	201792	201792	0	201792	201792	201792	201792	201792	201792	201792	201792	201792	201792	201792	201792	201792	201792	0	201792	201792	201792	302688	201792	201792	201792	201792	192080	0	201792	0	0	201792	0	137402	0	201792	0	0	0	0	0	201792	0	0	0	0	0	0	0	0	0	0	318670	201792	403584	403584	403584	403584	403584	403584	403584	403584	403584	0	403584	403584	363990	403584	403584	605376	0	403584	403584	403584	403584	403584	0	403584	403584	403584	0	403584	403584	403584	605376	403584	403584	403584	
198639	0	201792	201792	201792	201792	201792	201792	201792	201792	201792	201792	201792	201792	100896	201792	201792	201792	201792	302688	201792	201792	201792	201792	201792	201792	201792	201792	201792	0	400431	201792	201792	302688	201792	201792	400431	201792	201792	400431	201792	0	201792	201792	201792	137402	201792	201792	302688	0	201792	400431	0	201792	0	0	201792	0	201792	201792	0	0	201792	0	318670	201792	403584	403584	605376	605376	403584	403584	403584	403584	403584	0	403584	403584	363990	403584	403584	605376	0	403584	403584	403584	605376	403584	0	403584	403584	403584	0	403584	403584	403584	605376	403584	403584	403584	
198639	0	201792	201792	201792	400431	302688	201792	201792	201792	201792	201792	400431	201792	100896	201792	201792	302688	201792	302688	201792	201792	400431	201792	201792	201792	302688	201792	201792	0	400431	400431	201792	302688	201792	201792	400431	201792	201792	400431	201792	0	201792	201792	201792	201792	201792	201792	302688	201792	201792	400431	201792	201792	201792	302688	201792	201792	201792	201792	201792	302688	201792	201792	520462	201792	605376	605376	605376	605376	503584	605376	403584	605376	403584	0	403584	403584	363990	605376	403584	605376	201792	403584	403584	403584	605376	403584	0	605376	706272	403584	0	403584	403584	403584	605376	403584	403584	403584	
198639	0	201792	201792	302688	400431	302688	302688	201792	201792	400431	302688	400431	201792	100896	400431	302688	302688	302688	302688	201792	302688	400431	201792	400431	201792	302688	201792	302688	0	400431	400431	201792	302688	246260	201792	400431	201792	201792	400431	201792	0	201792	201792	201792	201792	201792	201792	302688	201792	201792	400431	201792	201792	400431	302688	201792	201792	201792	201792	201792	302688	201792	201792	520462	400431	605376	804015	605376	605376	706272	605376	605376	605376	605376	201792	605376	605376	565782	605376	706272	605376	201792	550857	403584	804015	605376	403584	0	605376	706272	605376	0	804015	403584	403584	605376	605376	706272	403584	
198639	0	302688	302688	302688	400431	302688	302688	302688	302688	400431	302688	400431	400431	100896	400431	302688	302688	302688	302688	302688	302688	400431	302688	400431	302688	302688	400431	302688	198639	400431	400431	302688	302688	246260	201792	400431	201792	201792	400431	201792	0	201792	400431	400431	201792	302688	201792	302688	201792	201792	400431	302688	201792	400431	302688	201792	400431	201792	201792	201792	302688	201792	201792	520462	400431	605376	804015	605376	706272	706272	706272	605376	804015	706272	201792	605376	706272	565782	605376	706272	706272	201792	605376	706272	804015	605376	804015	302688	605376	706272	605376	201792	804015	605376	605376	605376	605376	706272	691912	
198639	0	302688	302688	302688	400431	302688	400431	400431	302688	400431	302688	400431	400431	198639	400431	302688	400431	302688	302688	302688	302688	400431	400431	400431	302688	302688	400431	302688	198639	400431	400431	400431	302688	400431	400431	400431	400431	400431	400431	302688	198639	400431	400431	400431	400431	302688	302688	302688	400431	400431	400431	302688	400431	400431	302688	302688	400431	400431	302688	400431	302688	400431	400431	621358	400431	706272	804015	706272	706272	706272	706272	706272	804015	706272	302688	804015	706272	666678	804015	706272	706272	400431	804015	706272	804015	804015	804015	302688	804015	706272	706272	302688	804015	804015	804015	804015	804015	706272	691912	
198639	1763009	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	198639	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	198639	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	198639	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	400431	719101	400431	804015	804015	804015	804015	804015	804015	804015	804015	804015	400431	804015	804015	764421	804015	804015	804015	400431	804015	804015	804015	804015	804015	400431	804015	804015	804015	400431	804015	804015	804015	804015	804015	804015	804015	
